,playerid,Name,Team,pr,rank,adp,R,HR,RBI,RC,AVG,OPS,IP,QS,SO,WHIP,ERA,SVHD
791,19352,Sean Murphy,OAK,1.482145392,229,269,0.308748122,0.721433318,0.531075169,0.420885459,-0.753911484,0.253914808,NA,NA,NA,NA,NA,NA
905,19911,José Suarez,LAA,1.477588416,264,NA,NA,NA,NA,NA,NA,NA,1.369806805,0.617103098,1.081754732,-0.36791872,-0.55337926,-0.669778238
1445,sa917952,Jose Miranda,MIN,1.471516462,230,NA,-0.17332648,-0.183374355,-0.132210236,-0.095376677,1.368993983,0.686810226,NA,NA,NA,NA,NA,NA
268,13853,Joey Wendle,MIA,1.467636426,231,NA,0.687521024,-0.183374355,0.32161662,0.400167209,0.555966358,-0.314260429,NA,NA,NA,NA,NA,NA
230,13580,Steven Okert,MIA,1.463906935,265,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,0.033398402,0.8771928,0.836858128,0.387783506
582,17359,Josh Taylor,BOS,1.45578781,266,NA,NA,NA,NA,NA,NA,NA,-0.208317899,-0.571098736,0.033398402,0.165700503,0.855150725,1.180954815
985,20370,Bruce Zimmermann,BAL,1.435653815,267,NA,NA,NA,NA,NA,NA,NA,1.326570512,1.092383832,0.931989542,-0.545791795,-0.699720038,-0.669778238
1421,sa869798,Robert Suarez,SDP,1.428089655,268,NA,NA,NA,NA,NA,NA,NA,-0.165081605,-0.571098736,-0.116366787,0.610383189,0.489298781,1.180954815
1238,6012,Didi Gregorius,PHI,1.396160461,232,327,0.308748122,0.319296575,0.670714201,0.280546471,-0.031220261,-0.151924647,NA,NA,NA,NA,NA,NA
786,19345,Daulton Jefferies,OAK,1.379398413,269,NA,NA,NA,NA,NA,NA,NA,0.980680166,0.379462731,0.439903918,0.432510114,-0.315575496,-0.53758302
760,19252,Cavan Biggio,TOR,1.377761648,233,298,0.653087124,0.319296575,0.426345894,0.496916182,-0.663575081,0.145690953,NA,NA,NA,NA,NA,NA
71,11442,Gary Sánchez,MIN,1.355011528,234,226,0.446483723,1.123570062,0.705623959,0.324718176,-1.566939109,0.321554717,NA,NA,NA,NA,NA,NA
304,14374,Tyler Glasnow,TBR,1.351767828,270,329,NA,NA,NA,NA,NA,NA,-1.008189324,-0.333458369,-0.907982791,2.300177395,1.970999155,-0.669778238
603,17594,Mitch Keller,PIT,1.346714932,271,NA,NA,NA,NA,NA,NA,NA,1.456279391,0.617103098,1.124544786,-0.723664869,-0.589964455,-0.53758302
1428,sa876320,Jeremy Peña,HOU,1.342240377,235,NA,0.377615923,0.41983076,0.356526378,0.299188059,0.013947941,-0.124868684,NA,NA,NA,NA,NA,NA
494,16424,Jordan Luplow,ARI,1.308768836,236,NA,0.136578622,0.319296575,0.216887345,0.156729665,-0.302229469,0.781506099,NA,NA,NA,NA,NA,NA
469,16219,J.D. Davis,NYM,1.304480824,237,NA,-0.070024779,0.017694017,-0.06239072,0.090673575,0.601134559,0.727394172,NA,NA,NA,NA,NA,NA
830,19600,Bryan De La Cruz,MIA,1.304321094,238,NA,0.067710821,-0.183374355,0.042338555,0.161026309,1.097984775,0.118634989,NA,NA,NA,NA,NA,NA
1063,21690,Edward Cabrera,MIA,1.300835457,272,NA,NA,NA,NA,NA,NA,NA,0.418608353,0.379462731,0.568274081,0.165700503,0.306372809,-0.53758302
784,19339,Nicky Lopez,KCR,1.297093933,239,NA,0.894124425,-0.786579471,0.147067829,0.547428679,1.052816573,-0.557764102,NA,NA,NA,NA,NA,NA
527,16703,Julian Merryweather,TOR,1.294849829,273,NA,NA,NA,NA,NA,NA,NA,-0.165081605,-0.571098736,-0.09497176,0.610383189,0.599054364,0.916564378
1365,sa3005315,Hunter Greene,CIN,1.281652687,274,331,NA,NA,NA,NA,NA,NA,0.656407966,0.617103098,0.71803927,0.165700503,-0.205819913,-0.669778238
858,19754,Reiver Sanmartin,CIN,1.27732108,275,NA,NA,NA,NA,NA,NA,NA,0.50508094,0.617103098,0.332928782,0.25463704,0.105154239,-0.53758302
1157,3132,Tony Watson,,1.275530122,276,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,-0.24473695,0.8771928,0.397835795,0.916564378
1255,6661,Alex Colomé,COL,1.262069502,277,318,NA,NA,NA,NA,NA,NA,0.072718007,-0.571098736,-0.116366787,-0.456855258,-0.169234719,2.502906995
8,10071,Jonathan Villar,CHC,1.251422532,240,307,0.480917623,0.118228203,0.147067829,0.304536466,0.284957149,-0.084284738,NA,NA,NA,NA,NA,NA
85,11632,Heath Hembree,PIT,1.228868998,278,NA,NA,NA,NA,NA,NA,NA,0.051099861,-0.571098736,0.332928782,0.432510114,-0.461916274,1.445345251
1188,4418,Jed Lowrie,,1.228838894,241,NA,0.171012522,0.017694017,0.356526378,0.257542131,0.239788948,0.186274899,NA,NA,NA,NA,NA,NA
1030,21205,Connor Brogdon,PHI,1.224130749,279,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,-0.009391652,0.521446652,0.269787614,1.048759596
571,17278,Bobby Bradley,CLE,1.219523578,242,NA,0.412049823,1.023035876,0.740533717,0.306951219,-1.341098102,0.078051044,NA,NA,NA,NA,NA,NA
1164,3269,Robinson Canó,NYM,1.192449598,243,NA,-0.035590879,-0.082840169,0.112158071,0.059136019,0.872143768,0.26744279,NA,NA,NA,NA,NA,NA
973,20302,David Peterson,NYM,1.192134724,280,NA,NA,NA,NA,NA,NA,NA,0.288899474,0.854743465,0.204558619,-0.012172572,0.525883975,-0.669778238
1328,9774,Christian Vázquez,BOS,1.187893691,244,241,0.377615923,-0.082840169,0.391436136,0.327615782,0.555966358,-0.381900338,NA,NA,NA,NA,NA,NA
430,15684,Miguel Castro,NYM,1.186300359,281,NA,NA,NA,NA,NA,NA,NA,0.007863568,-0.571098736,0.140373538,-0.36791872,0.928321114,1.048759596
420,15594,Nick Wittgren,STL,1.18356763,282,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,-0.116366787,0.8771928,0.288080212,0.78436916
908,19926,Tony Santillan,CIN,1.167738427,283,NA,NA,NA,NA,NA,NA,NA,0.159190594,-0.333458369,0.375718836,0.076763966,0.105154239,0.78436916
1089,22276,Dylan Coleman,KCR,1.167068516,284,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.571098736,-0.116366787,0.610383189,1.129539683,0.387783506
789,19349,Caleb Ferguson,LAD,1.154478685,285,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.351712086,0.966129337,1.80636578,-0.140997366
1245,6345,Chris Archer,MIN,1.148259209,286,NA,NA,NA,NA,NA,NA,NA,0.829353139,0.854743465,0.825014406,-0.101109109,-0.589964455,-0.669778238
1002,20493,Seth Beer,ARI,1.139817287,245,NA,-0.001156979,0.017694017,0.112158071,0.084298218,0.375293552,0.551530408,NA,NA,NA,NA,NA,NA
489,16401,Yonny Chirinos,TBR,1.132646449,287,NA,NA,NA,NA,NA,NA,NA,0.202426887,0.379462731,0.012003375,0.788256263,0.288080212,-0.53758302
522,16610,J.P. Feyereisen,TBR,1.131454474,288,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,0.05479343,-0.456855258,0.23320242,1.841930905
1381,sa3008130,Grayson Rodriguez,BAL,1.128988201,289,338,NA,NA,NA,NA,NA,NA,-0.165081605,0.141822364,-0.030786679,1.144002412,0.708809947,-0.669778238
683,18325,Taylor Hearn,TEX,1.12647703,290,NA,NA,NA,NA,NA,NA,NA,1.240097925,0.854743465,1.01756965,-0.634728332,-0.681427441,-0.669778238
853,19716,Dustin May,LAD,1.120285429,291,330,NA,NA,NA,NA,NA,NA,-0.856862298,-0.333458369,-0.779612628,1.766558172,1.861243572,-0.53758302
512,16535,Danny Jansen,TOR,1.097815653,246,NA,0.205446422,0.41983076,0.216887345,0.110214571,-0.392565872,0.538002426,NA,NA,NA,NA,NA,NA
244,13675,Tyrone Taylor,MIL,1.075178911,247,NA,0.067710821,0.218762389,0.251797104,0.043429628,0.104284343,0.389194626,NA,NA,NA,NA,NA,NA
452,15941,Austin Nola,SDP,1.068274696,248,337,-0.035590879,-0.183374355,0.181977587,0.155292317,0.736639163,0.213330862,NA,NA,NA,NA,NA,NA
274,14078,Michael Wacha,BOS,1.045443713,292,NA,NA,NA,NA,NA,NA,NA,1.067152752,0.617103098,0.889199488,-0.012172572,-0.846060815,-0.669778238
145,12649,Alex Dickerson,ATL,0.991207919,249,NA,-0.17332648,0.017694017,-0.097300478,-0.111219048,0.465629955,0.889729954,NA,NA,NA,NA,NA,NA
199,13273,Ross Stripling,TOR,0.978369081,293,NA,NA,NA,NA,NA,NA,NA,0.418608353,0.141822364,0.311533755,0.699319726,-0.187527316,-0.405387802
1102,22810,Roansy Contreras,,0.976788644,294,NA,NA,NA,NA,NA,NA,NA,0.094336154,0.379462731,0.05479343,0.610383189,0.507591378,-0.669778238
559,17169,José Castillo,SDP,0.970142685,295,NA,NA,NA,NA,NA,NA,NA,-1.116280057,-0.571098736,-1.036352954,1.766558172,2.46489928,-0.53758302
629,17796,Dillon Tate,BAL,0.964289247,296,NA,NA,NA,NA,NA,NA,NA,0.115954301,-0.571098736,-0.116366787,0.076763966,0.013691253,1.445345251
783,19334,Yadiel Hernandez,WSN,0.92969213,250,NA,0.033276921,0.017694017,0.077248313,0.032175659,0.555966358,0.213330862,NA,NA,NA,NA,NA,NA
1262,6902,Martín Pérez,TEX,0.922883777,297,NA,NA,NA,NA,NA,NA,NA,1.175243485,1.092383832,0.675249216,-0.723664869,-0.626549649,-0.669778238
1392,sa3008653,Cody Morris,CLE,0.920738082,298,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.095818002,0.033398402,0.699319726,0.635639559,-0.273192584
1148,27506,Ha-Seong Kim,SDP,0.913271096,251,NA,0.343182023,0.017694017,0.356526378,0.193981311,0.059116142,-0.057228774,NA,NA,NA,NA,NA,NA
352,14894,Tony Kemp,OAK,0.906540262,252,NA,0.549785424,-0.384442727,0.042338555,0.46654638,0.330125351,-0.09781272,NA,NA,NA,NA,NA,NA
774,19294,Nick Solak,TEX,0.899214979,253,NA,0.171012522,-0.082840169,0.077248313,0.162832565,0.601134559,-0.030172811,NA,NA,NA,NA,NA,NA
881,19844,Abraham Toro,SEA,0.883978903,254,NA,0.205446422,0.017694017,0.216887345,0.162335603,0.149452545,0.132162971,NA,NA,NA,NA,NA,NA
567,17264,Sam Coonrod,PHI,0.848462183,299,NA,NA,NA,NA,NA,NA,NA,-0.186699752,-0.571098736,-0.09497176,0.25463704,0.397835795,1.048759596
646,17954,Sam Hilliard,COL,0.833607481,255,NA,0.205446422,0.620899132,0.251797104,0.083957206,-0.663575081,0.335082699,NA,NA,NA,NA,NA,NA
264,13801,Austin Adams,SDP,0.833254518,300,NA,NA,NA,NA,NA,NA,NA,-0.251554192,-0.571098736,0.097583484,-0.012172572,0.653932156,0.916564378
957,20202,Brandon Marsh,LAA,0.832134303,256,NA,0.515351523,-0.183374355,0.147067829,0.33744917,0.194620746,-0.178980611,NA,NA,NA,NA,NA,NA
1444,sa917947,Nick Lodolo,CIN,0.803745943,301,NA,NA,NA,NA,NA,NA,NA,0.094336154,0.379462731,0.140373538,0.699319726,0.160032031,-0.669778238
1021,21052,Luis Gil,NYY,0.783496605,302,NA,NA,NA,NA,NA,NA,NA,0.461844647,0.379462731,0.760829325,-0.36791872,0.086861642,-0.53758302
1163,3237,T.J. McFarland,STL,0.7758707,303,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,-0.458687222,-0.101109109,0.672224753,1.313150033
198,13265,Mike Zunino,TBR,0.775496349,257,287,0.308748122,1.224104248,0.635804443,0.145704844,-1.792780116,0.253914808,NA,NA,NA,NA,NA,NA
914,19950,Andrés Giménez,CLE,0.769628507,258,NA,0.377615923,0.118228203,0.147067829,0.241996765,0.104284343,-0.219564556,NA,NA,NA,NA,NA,NA
305,14375,Amir Garrett,KCR,0.76627686,304,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.225953647,-0.278982183,-0.041186538,1.445345251
1141,27458,Kwang Hyun Kim,,0.74785607,305,NA,NA,NA,NA,NA,NA,NA,-0.100227166,0.141822364,-0.373107113,0.165700503,0.525883975,0.387783506
547,17022,Edmundo Sosa,STL,0.733983509,259,NA,0.102144721,-0.283908541,-0.027480962,0.101257333,0.872143768,-0.030172811,NA,NA,NA,NA,NA,NA
1110,23378,Jose Barrero,CIN,0.724056473,260,347,-0.001156979,-0.082840169,0.042338555,0.014530084,0.510798156,0.240386826,NA,NA,NA,NA,NA,NA
78,11489,Michael A. Taylor,KCR,0.713678005,261,NA,0.480917623,0.218762389,0.461255652,0.308871527,-0.211893067,-0.54423612,NA,NA,NA,NA,NA,NA
41,10762,Corey Dickerson,STL,0.699732712,262,NA,-0.070024779,-0.283908541,-0.097300478,-0.015900796,1.007648372,0.159218935,NA,NA,NA,NA,NA,NA
113,12147,Nick Ahmed,ARI,0.686181741,263,NA,0.584219324,-0.082840169,0.565984927,0.4380025,-0.166724865,-0.652459975,NA,NA,NA,NA,NA,NA
1230,5615,Ryan Brasier,BOS,0.673241662,306,NA,NA,NA,NA,NA,NA,NA,0.029481714,-0.571098736,-0.030786679,-0.012172572,-0.187527316,1.445345251
408,15482,Aristides Aquino,CIN,0.656187145,264,NA,0.033276921,0.620899132,0.181977587,-0.009000854,-0.844247886,0.673282245,NA,NA,NA,NA,NA,NA
1236,5913,Leury García,CHW,0.65525725,265,NA,0.446483723,-0.484976913,0.077248313,0.193898607,0.872143768,-0.449540247,NA,NA,NA,NA,NA,NA
93,11760,Drew Smyly,CHC,0.609098624,307,NA,NA,NA,NA,NA,NA,NA,0.829353139,0.617103098,0.71803927,-0.190045646,-0.827768218,-0.53758302
585,17425,Erick Fedde,WSN,0.605167184,308,NA,NA,NA,NA,NA,NA,NA,1.002298312,0.854743465,0.611064135,-0.456855258,-0.736305232,-0.669778238
1208,5222,Justin Upton,LAA,0.597518993,266,NA,0.239880322,0.620899132,0.32161662,0.118264108,-0.889416088,0.186274899,NA,NA,NA,NA,NA,NA
1074,22051,John King,TEX,0.597412802,309,NA,NA,NA,NA,NA,NA,NA,-0.121845312,-0.571098736,-0.266131977,0.610383189,0.69051735,0.255588288
1326,9627,Yan Gomes,CHC,0.592512992,267,NA,-0.035590879,0.118228203,0.112158071,-0.019402523,0.284957149,0.132162971,NA,NA,NA,NA,NA,NA
762,19262,Garrett Hampson,COL,0.57721836,268,NA,0.412049823,-0.082840169,-0.097300478,0.126524535,0.330125351,-0.111340702,NA,NA,NA,NA,NA,NA
229,13549,Richard Rodríguez,,0.557918526,310,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,-0.159156842,0.8771928,-0.205819913,0.652173942
682,18323,Josh Sborz,TEX,0.524877804,311,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.571098736,0.012003375,-0.101109109,0.544176573,0.78436916
623,17755,Drew Smith,NYM,0.489461555,312,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,-0.116366787,0.432510114,0.324665406,0.519978724
829,19599,Chas McCormick,HOU,0.4832949,269,NA,0.136578622,0.118228203,0.147067829,-0.019522464,-0.031220261,0.132162971,NA,NA,NA,NA,NA,NA
698,18383,Mike Soroka,ATL,0.471943888,313,333,NA,NA,NA,NA,NA,NA,0.094336154,0.617103098,-0.180551869,0.432510114,0.178324628,-0.669778238
1271,7410,J.A. Happ,,0.467808939,314,NA,NA,NA,NA,NA,NA,NA,0.937443872,1.092383832,0.525484026,-0.278982183,-1.138742371,-0.669778238
1333,9817,Sergio Romo,SEA,0.46737581,315,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.571098736,-0.073576733,0.343573577,-0.333868094,1.180954815
750,19200,José Quijada,LAA,0.462549895,316,NA,NA,NA,NA,NA,NA,NA,-0.208317899,-0.571098736,0.076188457,0.343573577,0.434420989,0.387783506
464,16153,Austin Slater,SFG,0.455581719,270,NA,0.033276921,-0.183374355,-0.202029752,-0.037947164,0.375293552,0.470362517,NA,NA,NA,NA,NA,NA
455,15983,Clint Frazier,CHC,0.441646265,271,NA,0.067710821,0.218762389,0.077248313,0.135407916,-0.392565872,0.335082699,NA,NA,NA,NA,NA,NA
442,15823,Zack Littell,SFG,0.436257845,317,NA,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,-0.030786679,0.25463704,0.452713586,0.387783506
577,17321,Michael Chavis,PIT,0.433060578,272,NA,0.205446422,0.218762389,0.286706862,0.081378364,-0.166724865,-0.192508593,NA,NA,NA,NA,NA,NA
723,18790,Dillon Peters,PIT,0.431308361,318,NA,NA,NA,NA,NA,NA,NA,0.591553526,0.617103098,0.311533755,-0.36791872,-0.315575496,-0.405387802
837,19618,Jordan Hicks,STL,0.404768989,319,NA,NA,NA,NA,NA,NA,NA,-0.294790485,-0.571098736,-0.266131977,-0.190045646,1.074661892,0.652173942
1043,21479,Nico Hoerner,CHC,0.37181617,273,NA,-0.001156979,-0.686045285,-0.132210236,0.046383499,1.323825782,-0.178980611,NA,NA,NA,NA,NA,NA
281,14130,Daniel Vogelbach,PIT,0.359792414,274,NA,-0.070024779,0.118228203,0.007428797,0.091308517,-0.528070476,0.740922154,NA,NA,NA,NA,NA,NA
741,19179,Kirby Snead,OAK,0.352822008,320,NA,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.480082249,0.343573577,1.623439808,-0.008802148
388,15191,Chad Pinder,OAK,0.332982411,275,NA,0.274314222,0.319296575,0.391436136,0.19921011,-0.482902275,-0.368372356,NA,NA,NA,NA,NA,NA
1272,7432,Jay Jackson,ATL,0.325024572,321,NA,NA,NA,NA,NA,NA,NA,-0.294790485,-0.571098736,-0.052181706,0.343573577,0.379543198,0.519978724
1206,5114,Jeurys Familia,PHI,0.324980969,322,NA,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,0.05479343,-0.456855258,0.306372809,1.048759596
1383,sa3008163,Matthew Liberatore,STL,0.324099621,323,NA,NA,NA,NA,NA,NA,NA,0.267281327,0.617103098,-0.030786679,0.25463704,-0.114356927,-0.669778238
993,20418,Josh Fleming,TBR,0.32186177,324,NA,NA,NA,NA,NA,NA,NA,0.526699087,-0.333458369,0.012003375,-0.012172572,0.269787614,-0.140997366
39,10745,Trevor Rosenthal,,0.313212193,325,NA,NA,NA,NA,NA,NA,NA,-0.381263072,-0.571098736,-0.116366787,0.521446652,1.001491503,-0.140997366
451,15937,Aledmys Díaz,HOU,0.308006338,276,NA,-0.13889258,-0.082840169,0.077248313,-0.064134261,0.465629955,0.05099508,NA,NA,NA,NA,NA,NA
43,10815,Jurickson Profar,SDP,0.28554381,277,NA,0.480917623,-0.082840169,0.251797104,0.324383316,-0.347397671,-0.341316393,NA,NA,NA,NA,NA,NA
96,11801,Hansel Robles,,0.266863108,326,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.118978511,-0.278982183,-0.169234719,1.180954815
1325,9460,Dan Straily,ARI,0.258551872,327,NA,NA,NA,NA,NA,NA,NA,0.721262406,0.617103098,0.439903918,-0.012172572,-1.102157176,-0.405387802
364,15015,Alex Reyes,STL,0.255360812,328,341,NA,NA,NA,NA,NA,NA,-0.554208245,-0.571098736,-0.373107113,-0.101109109,1.202710072,0.652173942
943,20070,Bailey Falter,PHI,0.244596536,329,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.333458369,-0.266131977,0.966129337,0.160032031,-0.008802148
974,20308,Jake Meyers,HOU,0.238551289,278,NA,0.136578622,0.017694017,0.181977587,0.013221806,0.013947941,-0.124868684,NA,NA,NA,NA,NA,NA
1390,sa3008536,Steven Kwan,CLE,0.22818603,279,NA,-0.27662818,-0.585511099,-0.376578543,-0.232588574,1.323825782,0.375666644,NA,NA,NA,NA,NA,NA
488,16400,Reynaldo López,CHW,0.223111402,330,NA,NA,NA,NA,NA,NA,NA,0.224045034,-0.095818002,0.204558619,0.432510114,-0.004601344,-0.53758302
1404,sa3011526,George Kirby,SEA,0.216845055,331,NA,NA,NA,NA,NA,NA,NA,-0.143463459,0.379462731,-0.266131977,0.610383189,0.306372809,-0.669778238
266,13834,Alec Mills,CHC,0.214199577,332,NA,NA,NA,NA,NA,NA,NA,1.045534606,0.617103098,0.397113864,-0.278982183,-1.028986788,-0.53758302
1029,21197,Darien Núñez,,0.209411156,333,NA,NA,NA,NA,NA,NA,NA,-1.051425617,-0.571098736,-0.972167873,2.033367784,1.440513836,-0.669778238
5,10059,Max Stassi,LAA,0.209403731,280,NA,0.239880322,0.41983076,0.251797104,0.16314773,-0.753911484,-0.111340702,NA,NA,NA,NA,NA,NA
1301,8623,Donovan Solano,CIN,0.208791304,281,NA,-0.345495981,-0.484976913,-0.341668785,-0.233032083,1.414162185,0.19980288,NA,NA,NA,NA,NA,NA
1368,sa3006892,Alek Thomas,ARI,0.203542252,282,NA,-0.17332648,-0.484976913,-0.341668785,-0.206856551,1.007648372,0.402722608,NA,NA,NA,NA,NA,NA
769,19278,Vladimir Gutierrez,CIN,0.200415123,334,NA,NA,NA,NA,NA,NA,NA,1.304952365,1.567664565,0.803619379,-0.990474481,-1.815568468,-0.669778238
133,12434,Kevin Pillar,LAD,0.191237162,283,NA,-0.001156979,0.017694017,0.077248313,-0.116748581,0.284957149,-0.070756756,NA,NA,NA,NA,NA,NA
1260,6893,Johnny Cueto,,0.175743206,335,NA,NA,NA,NA,NA,NA,NA,0.678026113,0.617103098,0.332928782,-0.101109109,-0.681427441,-0.669778238
1223,5448,Jesse Chavez,,0.17426134,336,NA,NA,NA,NA,NA,NA,NA,-0.078609019,-0.333458369,-0.116366787,0.25463704,0.324665406,0.12339307
1038,21366,Glenn Otto,TEX,0.160050488,337,NA,NA,NA,NA,NA,NA,NA,0.24566318,0.379462731,0.247348674,0.25463704,-0.297282899,-0.669778238
69,11426,Drew Pomeranz,SDP,0.151210466,338,NA,NA,NA,NA,NA,NA,NA,-0.662298978,-0.571098736,-0.522872303,0.343573577,1.440513836,0.12339307
1161,3192,Will Harris,WSN,0.150079924,339,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.571098736,-0.09497176,0.165700503,0.141739434,0.652173942
315,14527,Jorge López,BAL,0.145363875,340,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.333458369,-0.052181706,-0.012172572,-0.205819913,0.78436916
631,17859,Adbert Alzolay,CHC,0.125767884,341,296,NA,NA,NA,NA,NA,NA,0.094336154,0.379462731,0.097583484,0.521446652,-0.297282899,-0.669778238
519,16587,Erik Swanson,SEA,0.117860344,342,NA,NA,NA,NA,NA,NA,NA,-0.359644925,-0.333458369,-0.308922032,0.8771928,0.251495017,-0.008802148
794,19362,Keegan Akin,BAL,0.115842839,343,NA,NA,NA,NA,NA,NA,NA,0.980680166,0.854743465,0.739434298,-0.723664869,-1.065571982,-0.669778238
1215,5358,José Álvarez,SFG,0.091785617,344,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.571098736,-0.39450214,-0.101109109,0.781980336,0.519978724
1265,7007,Yadier Molina,STL,0.066000447,284,266,0.067710821,-0.082840169,0.426345894,0.116982599,0.284957149,-0.747155848,NA,NA,NA,NA,NA,NA
166,12859,James McCann,NYM,0.057605275,285,339,0.102144721,0.218762389,0.32161662,0.148739024,-0.257061268,-0.476596211,NA,NA,NA,NA,NA,NA
668,18088,Cody Stashak,MIN,0.054514017,345,NA,NA,NA,NA,NA,NA,NA,-0.359644925,-0.571098736,-0.201946896,0.8771928,-0.077771733,0.387783506
1173,3542,Danny Duffy,LAD,0.048026299,346,NA,NA,NA,NA,NA,NA,NA,-0.727153418,-0.333458369,-0.629847439,1.055065875,1.221002669,-0.53758302
884,19853,Michael King,NYY,0.023741393,347,NA,NA,NA,NA,NA,NA,NA,-0.208317899,-0.333458369,-0.201946896,0.610383189,0.56246917,-0.405387802
208,13346,Hoby Milner,MIL,0.016113487,348,NA,NA,NA,NA,NA,NA,NA,-0.705535271,-0.571098736,-0.608452411,1.766558172,0.672224753,-0.53758302
1149,27515,Hirokazu Sawamura,BOS,-0.006075483,349,NA,NA,NA,NA,NA,NA,NA,-0.013754579,-0.571098736,0.161768565,-0.901537944,0.269787614,1.048759596
495,16426,Thairo Estrada,SFG,-0.016551225,286,NA,-0.17332648,-0.283908541,-0.271849269,-0.273661437,0.826975566,0.159218935,NA,NA,NA,NA,NA,NA
223,13475,Daniel Norris,CHC,-0.031141088,350,NA,NA,NA,NA,NA,NA,NA,-0.121845312,-0.571098736,-0.09497176,0.076763966,0.160032031,0.519978724
312,14506,J.B. Wendelken,ARI,-0.050968874,351,NA,NA,NA,NA,NA,NA,NA,-0.056990872,-0.571098736,-0.09497176,-0.36791872,0.123446837,0.916564378
933,20003,Keston Hiura,MIL,-0.052688832,287,NA,-0.035590879,0.218762389,0.042338555,-0.080626862,-0.573238678,0.375666644,NA,NA,NA,NA,NA,NA
965,20243,Zac Lowther,BAL,-0.052732812,352,NA,NA,NA,NA,NA,NA,NA,1.261716072,0.617103098,0.910594515,-1.257284092,-1.047279385,-0.53758302
130,12361,Spencer Patton,TEX,-0.072595512,353,NA,NA,NA,NA,NA,NA,NA,-0.100227166,-0.571098736,-0.009391652,-0.545791795,0.105154239,1.048759596
542,16977,Trevor Williams,NYM,-0.095943759,354,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.095818002,-0.137761815,0.432510114,0.013691253,-0.273192584
314,14524,José Leclerc,TEX,-0.106206375,355,NA,NA,NA,NA,NA,NA,NA,-0.597444538,-0.571098736,-0.39450214,0.25463704,0.946613711,0.255588288
670,18138,Ryan Helsley,STL,-0.118104256,356,NA,NA,NA,NA,NA,NA,NA,-0.143463459,-0.571098736,-0.116366787,-0.36791872,0.031983851,1.048759596
294,14295,Wandy Peralta,NYY,-0.11864064,357,NA,NA,NA,NA,NA,NA,NA,-0.035372726,-0.571098736,-0.137761815,-0.456855258,0.56246917,0.519978724
263,13799,Matt Strahm,BOS,-0.122983352,358,NA,NA,NA,NA,NA,NA,NA,-0.273172339,-0.333458369,-0.330317059,0.699319726,0.123446837,-0.008802148
889,19867,Griffin Canning,LAA,-0.128415345,359,NA,NA,NA,NA,NA,NA,NA,0.029481714,0.141822364,0.097583484,0.25463704,-0.114356927,-0.53758302
752,19225,Mitch White,LAD,-0.138973133,360,NA,NA,NA,NA,NA,NA,NA,-0.316408632,-0.333458369,-0.308922032,0.699319726,0.525883975,-0.405387802
249,13723,Jacob Stallings,MIA,-0.152774437,288,NA,0.067710821,-0.183374355,0.216887345,0.22676226,-0.031220261,-0.449540247,NA,NA,NA,NA,NA,NA
1363,sa3005068,MacKenzie Gore,SDP,-0.166630685,361,NA,NA,NA,NA,NA,NA,NA,0.24566318,0.617103098,0.161768565,-0.278982183,-0.242405108,-0.669778238
