Name,R/IP,HR/SO,RBI/QS,RC/ERA,AVG/WHIP,OPS/SVHD,pr,ovr_pr,adp,playerid,1B,2B,3B,SS,C,LF,CF,RF,P
Santiago Espinal,-1.012584482,-1.058656339,-1.069169527,-1.033895156,0.260552862,-1.02887719,-4.942629833,979,627,19997,,,,SS,,,,,
Nicholas Gordon,-1.070955722,-1.079354623,-1.111675488,-1.024164737,0.214005432,-0.885486689,-4.957631827,980,,sa828662,,,,,,,,,
Jake Woodford,-0.732696456,-0.831288604,-0.384556915,-1.251898898,-1.215163765,-0.550155083,-4.965759721,981,,18674,,,,,,,,,P
Caleb Raleigh,-1.034473697,-0.644690663,-0.856639726,-1.000231035,-1.042775171,-0.387837304,-4.966647596,982,,sa3008377,,,,,,,,,
Wes Benjamin,-0.598391862,-0.740201755,-0.458568006,-1.459921649,-1.100329605,-0.612925179,-4.970338056,983,,19243,,,,,,,,,P
Ian Krol,-1.172816241,-1.117561558,-0.783817444,-0.441705027,-0.908939339,-0.550155083,-4.974994692,984,,10066,,,,,,,,,P
Bret Boswell,-0.983398862,-0.727483798,-0.984157607,-0.994800963,-0.642467275,-0.652125678,-4.984434183,985,,sa918769,,,,,,,,,
Austin Hedges,-0.735321092,-0.334216406,-0.530760698,-0.736295166,-1.685129701,-0.964210886,-4.985933949,986,483,12976,,,,,C,,,,
Zach McKinstry,-1.027177292,-0.913768352,-1.005410587,-1.009919874,-0.381801668,-0.649314099,-4.987391874,987,480,19392,,2B,,,,,,,
Lewis Brinson,-0.625875017,-0.541199244,-0.580350985,-0.702154637,-1.340678721,-1.206006633,-4.996265237,988,,14352,,,,,,,,,
T.J. McFarland,-1.197317755,-1.317085133,-0.783817444,-0.116897574,-1.157746685,-0.424614891,-4.997479481,989,,3237,,,,,,,,,P
Luis Rengifo,-0.961509647,-0.95516492,-1.083338181,-0.981396619,-0.40042064,-0.621198315,-5.003028322,990,,19858,,,,,,,,,
Gavin Sheets,-1.034473697,-0.893070069,-0.962904627,-1.017722506,-0.4935155,-0.607140423,-5.008826822,991,,sa829797,,,,,,,,,
Deivy Grullon,-1.092844937,-0.768880366,-0.969988954,-1.017163656,-0.782109564,-0.379402568,-5.010390045,992,,15988,,,,,,,,,
Jordan Yamamoto,-0.859741342,-0.874663294,-0.40035599,-1.394230254,-0.813244206,-0.675695274,-5.01793036,993,599,17585,,,,,,,,,P
Jose  Garcia,-0.728024687,-0.830975217,-0.757459152,-0.782066035,-0.521443958,-1.402817124,-5.022786174,994,,23378,,,,,,,,,
Roman Quinn,-0.676949852,-0.830975217,-0.877892706,-0.822501693,-0.74487162,-1.071050867,-5.024241956,995,,13546,,,,,,,,,
Travis Blankenhorn,-1.107437747,-0.830975217,-1.062085201,-1.04591428,-0.437658584,-0.542474118,-5.026545147,996,,18395,,,,,,,,,
Andrew Knapp,-0.917731217,-0.872371785,-0.91331434,-0.843526705,-0.940370825,-0.53966254,-5.026977412,997,395,14942,,,,,C,,,,
Carlos Hernandez,-0.610188887,-0.740201755,-0.500129054,-1.200805591,-1.368275977,-0.612925179,-5.032526443,998,,22713,,,,,,,,,P
Jared Oliva,-0.822877952,-0.996561488,-0.9558203,-0.87016114,-0.353873211,-1.034500347,-5.033794438,999,,19968,,,,,,,,,
Dwight Smith Jr.,-1.151216177,-0.95516492,-1.111675488,-1.077153034,-0.381801668,-0.368156254,-5.045167541,1000,,13473,,,,,,,,,
Ashton Goudeau,-0.935514542,-1.009124833,-0.569992912,-1.244599854,-0.774966153,-0.550155083,-5.084353377,1001,,15139,,,,,,,,,P
Hernan Perez,-1.194994607,-0.975863204,-1.125844141,-1.110282804,-0.000112745,-0.694299355,-5.101396855,1002,,5751,,,,,,,,,
James Norwood,-1.239514806,-1.10888662,-0.783817444,-0.368714588,-1.062051552,-0.550155083,-5.113140093,1003,,16440,,,,,,,,,P
Tyler Wade,-0.676949852,-0.872371785,-0.87080838,-0.846051913,-0.763490592,-1.085108759,-5.114781282,1004,351,15730,,2B,,SS,,,,,
Tyrone Taylor,-1.063659317,-0.810276933,-1.012494914,-1.016925758,-0.633157789,-0.598705687,-5.135220398,1005,,13675,,,,,,,,,
Matt Magill,-1.333437276,-1.256360566,-0.783817444,-0.792059133,-0.545297833,-0.424614891,-5.135587145,1006,,3950,,,,,,,,,P
Jairo Diaz,-0.660099378,-0.657789844,-0.783817444,-1.281095074,-1.846751642,0.077545874,-5.152007508,1007,,12774,,,,,,,,,P
Jhoulys Chacin,-0.704111356,-0.809601259,-0.316757671,-1.63144918,-1.042912525,-0.675695274,-5.180527266,1008,,2608,,,,,,,,,P
Reese McGuire,-0.844767167,-0.727483798,-0.842471073,-0.854216124,-0.875204424,-1.045746661,-5.189889247,1009,648,15674,,,,,,,,,
Michael Perez,-0.881249192,-0.768880366,-0.785796459,-0.839031005,-0.912442367,-1.006384563,-5.193783952,1010,,12977,,,,,,,,,
Brandon Waddell,-1.230440171,-1.221660814,-0.553741469,-0.39061172,-1.253441818,-0.550155083,-5.200051075,1011,,18347,,,,,,,,,P
Delino DeShields,-0.662357042,-0.95516492,-1.01957924,-0.807855711,-0.586610359,-1.172267691,-5.203834964,1012,,11379,,,,,,,CF,,
Jose Suarez,-1.092959455,-1.082861806,-0.455574171,-1.047525669,-0.851522259,-0.675695274,-5.206138635,1013,,19911,,,,,,,,,P
Jake Noll,-1.063659317,-0.95516492,-1.076253854,-1.045048533,-0.018731717,-1.048558239,-5.20741658,1014,,19703,1B,,,,,,,,
William Contreras,-1.092844937,-0.95516492,-1.055000874,-1.0246879,-0.204921435,-0.877051954,-5.209672021,1015,367,20503,,,,,C,,,,
Clay Holmes,-1.168278923,-1.121899027,-0.601010413,-0.01471096,-1.789334563,-0.550155083,-5.245388969,1016,,13649,,,,,,,,,P
Tyler Kinley,-0.478606683,-0.358504483,-0.783817444,-1.719037707,-2.363505361,0.454166449,-5.249305229,1017,,18297,,,,,,,,,P
Johan Oviedo,-0.326152819,-0.466941208,-0.320311037,-1.354085513,-2.172115095,-0.612925179,-5.25253085,1018,,22487,,,,,,,,,P
LaMonte Wade Jr.,-1.070955722,-1.017259771,-1.175434428,-1.03452529,-0.372492182,-0.590270952,-5.260938346,1019,,18126,,,,,,,,,
Tucker Davidson,-0.844768195,-0.870325825,-0.379317994,-0.671624909,-1.846751642,-0.675695274,-5.288483839,1020,,19871,,,,,,,,,P
Tomas Nido,-0.830174357,-0.665388947,-0.629941272,-0.818738848,-0.986918255,-1.371889761,-5.30305144,1021,497,13755,,,,,C,,,,
Bryan Shaw,-1.194141632,-1.173948655,-0.783817444,-0.638779212,-0.908939339,-0.612925179,-5.312551461,1022,,8110,,,,,,,,,P
Juan Minaya,-1.224541659,-1.147923841,-0.783817444,-0.562139251,-0.985495445,-0.612925179,-5.316842819,1023,,10341,,,,,,,,,P
Charlie Culberson,-0.910434812,-0.78957865,-0.899145687,-0.912301138,-0.689014705,-1.127282436,-5.327757427,1024,513,3298,,,,,,,,,
Taylor Walls,-1.078252127,-1.037958055,-1.118759814,-1.069873412,-0.242159379,-0.781458287,-5.328461074,1025,,sa915802,,,,,,,,,
Alex Jackson,-0.822877952,-0.417009541,-0.665362905,-0.861230425,-1.82477199,-0.750530924,-5.341783737,1026,,17276,,,,,C,,,,
Francisco Liriano,-1.253126758,-1.173948655,-0.783817444,-0.379663154,-1.138607658,-0.612925179,-5.342088848,1027,619,3201,,,,,,,,,P
Connor Chatham,-1.122030557,-1.100052907,-1.132928468,-1.068055374,0.344338235,-1.290353986,-5.369083056,1028,,sa873984,,,,,,,,,
Max Schrock,-1.143919772,-0.996561488,-1.182518755,-1.08168208,-0.009422231,-0.981080357,-5.395184682,1029,,17750,,,,,,,,,
Mickey Moniak,-0.997991672,-0.975863204,-0.991241934,-0.989170474,-0.558681901,-0.882675111,-5.395624296,1030,,19956,,,,,,,,,
Zack Cozart,-1.129326962,-1.017259771,-1.125844141,-1.076284817,-0.465587042,-0.584647795,-5.398950529,1031,,2616,,,,,,,,,
Neil Walker,-1.078252127,-0.95516492,-1.040832221,-1.030032909,-0.623848303,-0.674618306,-5.402748785,1032,,7539,,,,,,,,,
Magneuris Sierra,-0.881249192,-1.079354623,-1.026663567,-0.948521008,-0.028041202,-1.444990801,-5.408820393,1033,,17023,,,,,,,CF,,
Eli White,-0.706135472,-0.830975217,-0.842471073,-0.781075158,-0.949680311,-1.298788722,-5.409125953,1034,,19346,,,,,,,,,
Scott Heineman,-1.107437747,-0.934466636,-1.111675488,-1.104295217,-0.465587042,-0.713980404,-5.437442534,1035,,14453,,,,,,,,,
Jarrod Dyson,-0.436168487,-0.95516492,-0.863724053,-0.738089227,-0.865894938,-1.594004459,-5.453046084,1036,,4866,,,,,,,,,
Jace Peterson,-1.165808987,-0.996561488,-1.140012794,-1.078696607,-0.651776761,-0.424387823,-5.457244461,1037,,12325,,,,,,,,,
Tyson Miller,-0.782606947,-0.896350639,-0.368595036,-1.74458436,-1.004634472,-0.675695274,-5.472466728,1038,,19976,,,,,,,,,P
Lucas Raley,-1.056362912,-0.872371785,-0.99832626,-1.05248063,-0.698324191,-0.795516179,-5.473381957,1039,,sa918048,,,,,,,,,
Seth Brown,-0.830174357,-0.665388947,-0.729121846,-0.862080202,-1.284821805,-1.110412965,-5.482000123,1040,,18171,,,,,,,,,
Jordy Mercer,-1.209587417,-1.037958055,-1.168350101,-1.097394553,-0.139755034,-0.82925512,-5.482300281,1041,424,6547,,,,,,,,,
Phillip Ervin,-1.114734152,-1.017259771,-1.076253854,-1.089882662,-0.614538817,-0.57621306,-5.488882316,1042,,14738,,,,,,LF,,RF,
Tyler Flowers,-0.910434812,-0.727483798,-0.87080838,-0.871397214,-1.424464094,-0.691487776,-5.496076075,1043,644,9134,,,,,,,,,
Tyler Lyons,-1.100219163,-1.013462302,-0.783817444,-1.397879776,-0.602714913,-0.612925179,-5.511018777,1044,,11334,,,,,,,,,P
Kevin McCarthy,-1.163741606,-1.273710442,-0.783817444,-0.609583036,-1.196024738,-0.487384987,-5.514262254,1045,,15240,,,,,,,,,P
Phil Gosselin,-1.070955722,-0.996561488,-1.083338181,-1.046124891,-0.372492182,-0.950152994,-5.519625458,1046,,10953,,,,,,,,,
Beau Burrows,-0.776708434,-0.879000763,-0.591133286,-1.456272127,-1.291719871,-0.550155083,-5.544989564,1047,,18873,,,,,,,,,P
Thairo Estrada,-1.019880887,-0.95516492,-1.069169527,-1.047687151,-0.344563725,-1.121659279,-5.55812549,1048,,16426,,,,,,,,,
Jesus Sanchez,-1.165808987,-0.996561488,-1.090422507,-1.131974889,-0.40042064,-0.784269865,-5.569458377,1049,,19913,,,,,,,,,
Luis Barrera,-1.063659317,-1.037958055,-1.076253854,-1.047393793,-0.214230921,-1.146963485,-5.586459426,1050,,sa736690,,,,,,,,,
Omar Estevez,-1.107437747,-0.95516492,-1.033747894,-1.067668218,-0.437658584,-1.006384563,-5.608061926,1051,,sa914242,,,,,,,,,
Steven Duggar,-0.983398862,-1.017259771,-0.99832626,-0.971148161,-0.567991387,-1.071050867,-5.609175309,1052,,17719,,,,,,LF,,,
Shelby Miller,-0.464994731,-0.597065278,-0.038413552,-1.91246237,-1.923307749,-0.675695274,-5.611938954,1053,,10197,,,,,,,,,P
Daz Cameron,-0.852063572,-0.872371785,-0.906230013,-0.887368807,-1.0893226,-1.02887719,-5.636233968,1054,571,18353,,,,,,,,,
Jason Martin,-1.100141342,-0.934466636,-1.090422507,-1.068731092,-0.605229331,-0.854559326,-5.653550235,1055,,16429,,,,,,,,,
Ehire Adrianza,-1.180401797,-1.12075119,-1.210856061,-1.147414341,-0.176992978,-0.82925512,-5.665671488,1056,,8418,,,,,,,,,
Jon Jay,-1.100141342,-1.182846042,-1.203771735,-1.091075605,0.19538646,-1.340962398,-5.723410662,1057,,5227,,,,,,,,,
Donnie Walton,-1.092844937,-1.058656339,-1.132928468,-1.071125823,-0.335254239,-1.042935083,-5.733744888,1058,,19314,,,,,,,,,
Robinson Chirinos,-0.946916837,-0.706785514,-0.828302419,-0.926022861,-1.666510729,-0.663371992,-5.737910353,1059,,3142,,,,,C,,,,
Bradley Zimmer,-0.946916837,-0.78957865,-0.97707328,-0.960007324,-1.294131291,-0.781458287,-5.749165669,1060,415,16221,,,,,,LF,,,
Robel Garcia,-1.034473697,-0.706785514,-0.8495554,-1.04476027,-1.582725355,-0.534039383,-5.75233962,1061,,13167,,,,,,,,,
Patrick Weigel,-1.109293798,-1.078524337,-0.620531409,-0.934390489,-1.46397111,-0.550155083,-5.756866226,1062,,17792,,,,,,,,,P
Alexander De Goti,-1.078252127,-0.975863204,-1.104591161,-1.07255011,-0.502824986,-1.026065612,-5.7601472,1063,,sa919320,,,,,,,,,
Joshua Palacios,-1.019880887,-0.934466636,-1.047916547,-1.03673112,-0.689014705,-1.051369818,-5.779379714,1064,,sa829562,,,,,,,,,
Kohl Stewart,-0.781245752,-1.009124833,-0.336804591,-1.332188381,-1.655361376,-0.675695274,-5.790420207,1065,,15502,,,,,,,,,P
Mark Mathias,-1.158512582,-1.037958055,-1.168350101,-1.093262532,-0.512134472,-0.820820385,-5.791038127,1066,630,18032,,,,,,,,,
Taylor Jones,-1.078252127,-0.872371785,-1.040832221,-1.049297907,-1.042775171,-0.750530924,-5.834060133,1067,,19533,,,,,,,,,
Stuart Fairchild,-1.027177292,-0.975863204,-1.040832221,-1.021562655,-0.800728536,-1.000761406,-5.866925313,1068,,sa829822,,,,,,,,,
Luis Gonzalez,-1.085548532,-0.975863204,-1.090422507,-1.084136248,-0.716943162,-0.930471945,-5.883385599,1069,,20332,,,,,,,,,
Tyson Ross,-0.604290374,-0.80526379,-0.390853266,-1.759182448,-1.655361376,-0.675695274,-5.890646529,1070,,7872,,,,,,,,,P
Grayson Greiner,-0.771803117,-0.582595812,-0.672447232,-0.807534193,-1.722367645,-1.360643447,-5.917391447,1071,595,17062,,,,,,,,,
Marcus Walden,-1.200040145,-1.186961062,-0.783817444,-0.886946704,-1.444832084,-0.424614891,-5.927212331,1072,,8004,,,,,,,,,P
Jake Rogers,-0.830174357,-0.582595812,-0.771627806,-0.868117771,-1.889938392,-0.995138249,-5.937592386,1073,446,19452,,,,,C,,,,
Tom Eshelman,-0.790320386,-1.017799771,-0.349362877,-2.15698034,-1.081190578,-0.550155083,-5.945809035,1074,,18361,,,,,,,,,P
Mallex Smith,-1.041770102,-1.12075119,-1.182518755,-1.059375783,-0.391111154,-1.158209799,-5.953736784,1075,456,13608,,,,,,,,RF,
Domingo Tapia,-1.29532381,-1.295397788,-0.783817444,-0.470901202,-1.559666243,-0.550155083,-5.95526157,1076,504,12178,,,,,,,,,P
Greg Garcia,-1.136623367,-1.12075119,-1.175434428,-1.086478464,-0.530753444,-0.907979317,-5.95802021,1077,607,10951,,,,,,,,,
Jonathan Davis,-1.012584482,-0.913768352,-1.040832221,-1.023282547,-1.080013114,-0.896733003,-5.96721372,1078,,15104,,,,,,,,,
Antonio Santillan,-0.498570879,-0.640439968,-0.283258599,-2.04384516,-1.827612616,-0.675695274,-5.969422496,1079,,sa874781,,,,,,,,,P
Brian O'Grady,-1.114734152,-0.78957865,-1.005410587,-1.076203596,-1.471011524,-0.53966254,-5.996601048,1080,,16729,,,,,,,,,
Kelvin Gutierrez,-1.158512582,-1.037958055,-1.147097121,-1.096874296,-0.428349098,-1.146963485,-6.015754638,1081,560,17468,,,3B,,,,,,
Kyle Garlick,-1.158512582,-0.851673501,-1.040832221,-1.104170051,-1.22896489,-0.685864619,-6.070017864,1082,444,18063,,,,,,LF,,,
Tyler Heineman,-1.231476632,-1.037958055,-1.239193368,-1.160171993,-0.44696807,-0.972645621,-6.08841374,1083,,13897,,,,,,,,,
Guillermo Heredia,-1.187698202,-1.037958055,-1.196687408,-1.160772214,-0.567991387,-0.947341415,-6.098448682,1084,,18721,,,,,,,,,
Lucius Fox,-1.019880887,-1.12075119,-1.147097121,-1.035973248,-0.549372415,-1.248180309,-6.121255172,1085,,sa914200,,,,,,,,,
Chad Wallach,-0.720728282,-0.644690663,-0.686615885,-0.742666104,-1.722367645,-1.61087393,-6.127942509,1086,524,17161,,,,,C,,,,
Juan Lagares,-1.034473697,-1.079354623,-1.140012794,-1.082400099,-0.512134472,-1.304411878,-6.152787563,1087,,5384,,,,,,,,,
T.J. Zeuch,-0.984063838,-1.178286124,-0.400940565,-1.463571171,-1.52138819,-0.612925179,-6.161175067,1088,,19269,,,,,,,,,P
Joshua Jung,-0.917731217,-0.975863204,-0.969988954,-0.909395448,-0.865894938,-1.534961311,-6.173835072,1089,,sa3011468,,,,,,,,,
Aramis Garcia,-0.779099522,-0.603294095,-0.672447232,-0.82698066,-1.787534046,-1.565888674,-6.235244231,1090,,16925,,,,,,,,,
Jacob Nottingham,-0.888545597,-0.623992379,-0.764543479,-0.920285196,-1.908557364,-1.135717171,-6.241641187,1091,642,16448,,,,,,,,,
Tony Wolters,-0.961509647,-1.12075119,-1.01957924,-0.945667049,-0.763490592,-1.433744487,-6.244742207,1092,,11470,,,,,,,,,
Jose Briceno,-1.209587417,-0.893070069,-1.118759814,-1.141683378,-0.893823395,-1.014819298,-6.271743372,1093,,13151,,,,,,,,,
Daniel Gossett,-1.10203409,-1.156598779,-0.415144002,-1.711738663,-1.215163765,-0.675695274,-6.276374573,1094,,16164,,,,,,,,,P
Chad Tromp,-1.267958657,-1.037958055,-1.239193368,-1.230448413,-0.595919845,-0.905167738,-6.276646078,1095,,16953,,,,,,,,,
Richie Martin Jr.,-0.903138407,-0.893070069,-0.991241934,-0.937379206,-1.042775171,-1.509657105,-6.277261892,1096,,17736,,,,,,,,,
Matt Wieters,-1.078252127,-0.830975217,-0.941651647,-1.024906543,-1.322059749,-1.090731916,-6.2885772,1097,,4298,,,,,,,,,
Tres Barrera,-1.209587417,-1.037958055,-1.175434428,-1.153807684,-0.689014705,-1.042935083,-6.308737372,1098,,19977,,,,,,,,,
Zachary Short,-1.063659317,-0.893070069,-1.104591161,-1.021331776,-1.471011524,-0.784269865,-6.337933712,1099,,sa873287,,,,,,,,,
Jorge Mateo,-0.932324027,-0.893070069,-0.899145687,-0.990989954,-1.173107974,-1.453425536,-6.342063246,1100,438,17273,,,,,,LF,,,
Ben Braymer,-0.82525773,-0.909363046,-0.436409278,-1.890565238,-1.865890669,-0.424614891,-6.352100853,1101,,20175,,,,,,,,,P
Mike Freeman,-1.158512582,-1.058656339,-1.196687408,-1.135176627,-0.577300873,-1.242557153,-6.368890982,1102,465,11241,,,3B,,,,,,
Patrick Higgins,-1.165808987,-1.079354623,-1.168350101,-1.113809285,-0.605229331,-1.332527663,-6.465079991,1103,,sa875573,,,,,,,,,
Jimmy Herget,-1.215467024,-1.15226131,-0.783817444,-1.244599854,-1.52138819,-0.550155083,-6.467688906,1104,,17556,,,,,,,,,P
Logan Forsythe,-0.990695267,-0.95516492,-1.047916547,-0.967825291,-1.340678721,-1.169456113,-6.471736859,1105,,7185,,,,,,,,,
Sam Hentges,-0.533054491,-0.679477189,-0.306829149,-2.15698034,-2.267810228,-0.550155083,-6.494306479,1106,,sa828881,,,,,,,,,P
Yu-Cheng Chang,-1.049066507,-0.913768352,-1.055000874,-1.062888468,-1.340678721,-1.087920338,-6.50932326,1107,,14773,,,,,,,,,
Ervin Santana,-0.84612939,-1.06551193,-0.402104678,-2.222671735,-1.310858898,-0.675695274,-6.522971905,1108,,3200,,,,,,,,,P
Marcus Wilson,-1.107437747,-0.893070069,-1.083338181,-1.101010383,-1.340678721,-1.003572984,-6.529108085,1109,,sa828703,,,,,,,,,
Will Craig,-1.100141342,-0.893070069,-1.055000874,-1.073219112,-1.312750263,-1.104789808,-6.538971468,1110,,19267,,,,,,,,,
Edinson Volquez,-1.247228246,-1.243348159,-0.665343124,-1.219053201,-1.69363943,-0.612925179,-6.681537338,1111,,3990,,,,,,,,,P
Jefry Rodriguez,-1.032159402,-1.091536744,-0.419730828,-1.463571171,-2.019002882,-0.675695274,-6.701696301,1112,,17018,,,,,,,,,P
Alex Blandino,-1.092844937,-0.975863204,-1.154181448,-1.072028162,-1.508249468,-0.907979317,-6.711146536,1113,,16271,,,,,,,,,
Meibrys Viloria,-1.202291012,-1.037958055,-1.168350101,-1.10697006,-0.754181106,-1.459048693,-6.728799028,1114,,17109,,,,,,,,,
Bryan Holaday,-1.355515517,-1.141449474,-1.281699328,-1.260270551,-0.595919845,-1.096355073,-6.73120979,1115,,11287,,,,,,,,,
Brandon Drury,-1.238773037,-0.996561488,-1.189603081,-1.150298797,-1.042775171,-1.113224544,-6.731236118,1116,,11615,,,,,,,,,
Sam Haggerty,-0.997991672,-1.037958055,-1.125844141,-1.029744069,-1.275512319,-1.281919251,-6.748969507,1117,,18054,,,,,,LF,,,
Dakota Bacus,-1.192780437,-1.178286124,-0.783817444,-1.277445552,-1.846751642,-0.487384987,-6.766466187,1118,,14545,,,,,,,,,P
Jason Vosler,-1.085548532,-0.913768352,-1.047916547,-1.060586272,-1.471011524,-1.189137162,-6.76796839,1119,,sa829190,,,,,,,,,
Steven Wright,-1.068457941,-1.134911434,-0.783817444,-1.6679444,-1.502249164,-0.612925179,-6.770305561,1120,,8185,,,,,,,,,P
DJ Peters,-1.027177292,-0.727483798,-0.906230013,-1.047858624,-2.076128111,-1.082297181,-6.867175019,1121,638,sa829712,,,,,,,,,
Garrett Stubbs,-1.216883822,-1.100052907,-1.232109041,-1.185478601,-0.893823395,-1.253803466,-6.882151234,1122,,18067,,,,,,,,,
Rene Rivera,-1.194994607,-0.830975217,-1.047916547,-1.136717451,-1.536177926,-1.146963485,-6.893745233,1123,,3648,,,,,,,,,
Braden Bishop,-1.078252127,-1.017259771,-1.111675488,-1.077004448,-1.117251058,-1.520903419,-6.922346311,1124,,17806,,,,,,,,,
Khalil Lee,-1.078252127,-0.996561488,-1.118759814,-1.116617032,-1.377916665,-1.262238202,-6.950345328,1125,528,sa917996,,,,,,,,RF,
Max Moroff,-1.180401797,-0.975863204,-1.154181448,-1.169062865,-1.722367645,-0.77583513,-6.977712088,1126,538,14556,,,,,,,,,
Kyle Funkhouser,-0.879705539,-0.931050391,-0.570838242,-1.664294878,-2.382644387,-0.550155083,-6.978688519,1127,441,19456,,,,,,,,,P
Scott Blewett,-1.118368432,-1.225998283,-0.476620429,-1.719037707,-1.827612616,-0.612925179,-6.980562646,1128,,16427,,,,,,,,,P
Brett Phillips,-0.946916837,-0.768880366,-0.97707328,-1.003645986,-2.308865259,-1.113224544,-7.118606273,1129,,14735,,,,,,,CF,RF,
Jeffrey Bleday,-1.129326962,-0.913768352,-1.076253854,-1.086593964,-1.377916665,-1.546207625,-7.130067423,1130,,sa3011642,,,,,,,,,
Ronnie Dawson,-1.012584482,-0.78957865,-1.01957924,-1.068496744,-1.936485821,-1.408440281,-7.235165219,1131,,sa873674,,,,,,,,,
Travis Jankowski,-1.224180227,-1.182846042,-1.352542595,-1.237567489,-0.670395733,-1.644612871,-7.312144957,1132,,13768,,,,,,,,,
Sean Rodriguez,-1.275255062,-1.037958055,-1.288783655,-1.230471923,-1.694439187,-0.93890668,-7.465814562,1133,,6589,,,,,,,,,
Monte Harrison,-1.100141342,-0.913768352,-1.154181448,-1.138202127,-1.731677131,-1.498410792,-7.536381191,1134,616,17216,,,,,,,,,
Andrew Velazquez,-1.180401797,-1.058656339,-1.196687408,-1.201749128,-1.294131291,-1.61087393,-7.542499893,1135,,14196,,,,,,,,,
Dustin Garneau,-1.267958657,-0.975863204,-1.210856061,-1.219868847,-1.815462504,-1.059804553,-7.549813827,1136,,9433,,,,,,,,,
Micker Adolfo,-1.158512582,-0.913768352,-1.125844141,-1.16902834,-1.945795307,-1.287542408,-7.60049113,1137,,sa830303,,,,,,,,RF,
Akil Baddoo,-0.976102457,-0.872371785,-1.033747894,-1.025592681,-2.001652223,-1.695221283,-7.604688323,1138,,sa917953,,,,,,,,,
Kyle Hart,-1.009472815,-1.082861806,-0.396672033,-2.394199266,-2.076419962,-0.675695274,-7.635321157,1139,,19646,,,,,,,,,P
Bubba Starling,-1.231476632,-1.079354623,-1.246277695,-1.205971592,-1.173107974,-1.712090754,-7.64827927,1140,,13356,,,,,,,,,
Jose Siri,-1.049066507,-0.872371785,-1.005410587,-1.097949713,-1.852700448,-1.793626529,-7.671125569,1141,,sa736940,,,,,,,,,
Seby Zavala,-1.180401797,-0.893070069,-1.090422507,-1.176480662,-1.899247878,-1.442179223,-7.681802136,1142,,18887,,,,,,,,,
Estevan Florial,-1.209587417,-0.996561488,-1.168350101,-1.221665276,-1.657201243,-1.551830782,-7.805196307,1143,,19151,,,,,,,,,
Chris Davis,-0.873952787,-0.561897528,-0.729121846,-0.892202118,-2.932600818,-1.841423363,-7.831198459,1144,334,9272,1B,,,,,,,,
Chris Herrmann,-1.267958657,-1.100052907,-1.239193368,-1.234203392,-1.787534046,-1.273484516,-7.902426886,1145,,9284,,,,,,,,,
Dereck Rodriguez,-0.731335261,-0.883338232,-0.346027927,-3.244537879,-2.248671201,-0.487384987,-7.941295487,1146,,14509,,,,,,,,,P
Gregory Deichmann,-1.260662252,-0.996561488,-1.210856061,-1.199328603,-1.927176336,-1.461860272,-8.056445012,1147,,sa3004977,,,,,,,,,
Anthony Bemboom,-1.224180227,-0.996561488,-1.239193368,-1.204149261,-1.852700448,-1.59119288,-8.107977673,1148,,13854,,,,,,,,,
Michael Reed,-1.049066507,-0.913768352,-0.99832626,-1.097007222,-2.131985026,-1.987625442,-8.17777881,1149,,sa738683,,,,,,,,,
Nick Heath,-1.194994607,-1.12075119,-1.246277695,-1.217158155,-1.545487412,-1.886408618,-8.211077677,1150,,19577,,,,,,,,,
Chi Chi Gonzalez,-0.720899431,-0.896350639,-0.342691623,-3.003669431,-2.765424919,-0.675695274,-8.404731317,1151,470,14663,,,,,,,,,P
Beau Taylor,-1.173105392,-1.037958055,-1.182518755,-1.144888998,-2.187841942,-1.768322323,-8.494635464,1152,,12384,,,,,C,,,,
Drew Butera,-1.260662252,-1.079354623,-1.253362022,-1.235198652,-1.87131942,-1.861104412,-8.56100138,1153,,3411,,,,,,,,,
Sandy Leon,-1.231476632,-1.017259771,-1.196687408,-1.181764577,-2.187841942,-1.934205451,-8.749235782,1154,,5273,,,,,,,,,
Keon Broxton,-1.114734152,-0.913768352,-1.147097121,-1.167670922,-2.690554183,-1.726148646,-8.759973376,1155,,9253,,,,,,,,,
Jesus Tinoco,-1.166917728,-1.191298531,-0.783817444,-2.489086837,-2.861120052,-0.550155083,-9.042395675,1156,,16300,,,,,,,,,P
Luke Maile,-1.319033492,-1.100052907,-1.260446348,-1.254011306,-2.076128111,-2.17318962,-9.182861783,1157,,13355,,,,,C,,,,
Jose Mujica,-1.401497036,-1.442871734,-0.783817444,-2.89053425,-2.382644387,-0.550155083,-9.451519934,1158,,17821,,,,,,,,,P
Jeff Mathis,-1.319033492,-1.017259771,-1.239193368,-1.265124244,-2.597459324,-2.412173788,-9.850243988,1159,,3448,,,,,C,,,,
Ryan Castellani,-0.301651306,-0.584052871,0.187392068,-4.510921993,-4.162573861,-0.550155083,-9.921963045,1160,,16377,,,,,,,,,P
